Restaurant Name,Country Code,City,Locality,Cuisines,cost,Has Table booking,Has Online delivery,Price range,rating,votes
Hurry Curry,1,Noida,Sector 71,"['North Indian', 'Chinese']",500,No,No,2,3.1,10
Thaaliwaalaa.com,1,Noida,Sector 71,['North Indian'],200,No,No,1,2.9,6
Bikaner's,1,Noida,Sector 72,"['Mithai', 'North Indian', 'Chinese']",400,No,No,1,2.9,4
Chilli Zone,1,Noida,Sector 72,"['North Indian', 'Chinese']",500,No,No,2,3.4,20
Cold Rock Cafe,1,Noida,Sector 72,"['Fast Food', 'Italian', 'Desserts', 'Beverages']",350,No,No,1,3.3,12
Cup and Cones,1,Noida,Sector 72,['Desserts'],150,No,Yes,1,3.1,10
Desi Spice,1,Noida,Sector 72,"['North Indian', 'Chinese']",600,No,Yes,2,3.0,10
Food Destination,1,Noida,Sector 72,['North Indian'],400,No,No,1,3.0,5
Gangaur Sweets,1,Noida,Sector 72,"['North Indian', 'South Indian', 'Chinese', 'Mithai']",500,No,Yes,2,2.7,34
Handi,1,Noida,Sector 72,"['North Indian', 'Chinese']",850,No,No,2,2.9,8
Hungry Inn,1,Noida,Sector 72,"['North Indian', 'Chinese', 'South Indian']",500,No,No,2,3.0,5
Keventers,1,Noida,Sector 72,['Beverages'],400,No,No,1,2.9,4
La-Cuisine,1,Noida,Sector 72,"['North Indian', 'Chinese']",550,No,No,2,2.9,4
Melting Flavours,1,Noida,Sector 72,['North Indian'],800,No,Yes,2,3.4,21
Mighty Mughlai,1,Noida,Sector 72,"['North Indian', 'Mughlai', 'Chinese']",450,No,No,1,3.2,12
Mithaas,1,Noida,Sector 72,"['North Indian', 'Chinese', 'South Indian', 'Mithai']",650,No,No,2,2.9,12
Mood 4 Food,1,Noida,Sector 72,"['Street Food', 'North Indian']",150,No,No,1,3.1,8
Northern Bytes,1,Noida,Sector 72,"['Kashmiri', 'Chinese']",500,No,No,2,3.1,6
Shahenshah,1,Noida,Sector 72,"['North Indian', 'Mughlai', 'Chinese']",500,No,No,2,3.0,4
Sugar Daddy Bakers,1,Noida,Sector 72,['Bakery'],350,No,Yes,1,2.7,4
Swag Sadda Desi,1,Noida,Sector 72,"['Fast Food', 'North Indian']",300,No,No,1,3.1,8
The Chinese Hut,1,Noida,Sector 72,"['Chinese', 'Fast Food']",400,No,No,1,2.9,10
Wild Chef House,1,Noida,Sector 72,"['North Indian', 'Mughlai']",500,No,Yes,2,3.1,11
Grub Patio,1,Noida,Sector 72,"['Cafe', 'Continental', 'Italian']",600,No,Yes,2,3.7,51
The Grill @ 76,1,Noida,Sector 72,"['North Indian', 'Mughlai', 'Chinese']",650,No,Yes,2,3.5,42
Zooby's Kitchen,1,Noida,Sector 72,"['North Indian', 'Mughlai', 'Chinese']",800,Yes,No,2,3.5,31
Bikaner's,1,Noida,Sector 72,"['Mithai', 'North Indian']",400,No,Yes,1,2.4,11
Chawla's 2,1,Noida,Sector 72,"['North Indian', 'Mughlai', 'Chinese']",1400,No,Yes,3,2.1,22
Ginnis Oven,1,Noida,Sector 8,['Bakery'],400,No,No,1,3.2,9
Whomely,1,Noida,Sector 83,['North Indian'],200,No,No,1,3.2,15
Breaktym,1,Noida,Sector 93,"['North Indian', 'Mughlai']",400,No,Yes,1,3.2,20
Chinese Chilli Seasonal,1,Noida,Sector 93,['Chinese'],300,No,No,1,2.9,4
Gopala,1,Noida,Sector 93,"['Mithai', 'Beverages']",200,No,No,1,3.4,23
Hungry's Hut,1,Noida,Sector 93,"['Chinese', 'Fast Food']",500,No,No,2,3.1,10
Kebabplus,1,Noida,Sector 93,"['North Indian', 'Mughlai']",600,No,Yes,2,3.1,140
Oh Buoy - Flying Fox,1,Noida,Sector 93,"['Chinese', 'Fast Food']",500,No,No,2,3.0,7
Punjabi Pakwaan,1,Noida,Sector 93,"['North Indian', 'Mughlai', 'Chinese']",800,Yes,Yes,2,3.1,45
The Dessert Table Company,1,Noida,Sector 93,"['Bakery', 'Desserts']",500,No,No,2,3.1,9
The Roll Van,1,Noida,Sector 93,"['North Indian', 'Mughlai']",500,No,No,2,3.0,5
Kitchen Mantra,1,Noida,Sector 93,"['North Indian', 'Mughlai', 'Chinese']",550,No,Yes,2,3.6,210
Wabi Sabi,1,Noida,Sector 93,"['Bakery', 'Fast Food']",300,No,Yes,1,3.6,34
Southern Flavours,1,Noida,Sector 93,['South Indian'],350,No,No,1,2.4,54
Cakebak,1,Noida,"Shopprix Mall, Sector 61, Noida","['Bakery', 'Desserts']",400,No,No,1,3.1,8
Adarsh Kulfi,1,Noida,"Spice World Mall, Sector 25",['Ice Cream'],100,No,No,1,3.0,7
Andaaz E Paranthas,1,Noida,"Spice World Mall, Sector 25","['North Indian', 'Mughlai']",550,No,No,2,3.2,36
Hot Fries,1,Noida,"Spice World Mall, Sector 25",['Fast Food'],350,No,No,1,3.0,8
Pizza Hut,1,Noida,"Spice World Mall, Sector 25","['Italian', 'Pizza', 'Fast Food']",1000,No,No,3,3.4,144
Rasoi E Punjab,1,Noida,"Spice World Mall, Sector 25",['North Indian'],500,No,No,2,2.6,32
Subway,1,Noida,"Spice World Mall, Sector 25","['American', 'Fast Food', 'Salad', 'Healthy Food']",500,No,Yes,2,3.4,93
Haldiram's,1,Noida,"Spice World Mall, Sector 25","['North Indian', 'South Indian', 'Chinese', 'Street Food', 'Fast Food', 'Mithai', 'Desserts']",600,No,No,2,3.6,301
Legends Barbeques,1,Noida,"Spice World Mall, Sector 25","['North Indian', 'Chinese', 'Mediterranean', 'Asian', 'Continental']",1300,No,No,3,3.9,1088
Chicane,1,Noida,"Spice World Mall, Sector 25","['European', 'North Indian', 'Chinese']",2500,Yes,No,4,2.2,116
US Pizza,1,Noida,"Spice World Mall, Sector 25","['Pizza', 'Fast Food']",650,No,Yes,2,2.2,134
Angeethi Se,1,Noida,"Supertech Shopprix Mall, Sector 61","['North Indian', 'Chinese']",600,No,Yes,2,3.2,35
Barista,1,Noida,"Supertech Shopprix Mall, Sector 61",['Cafe'],650,No,No,2,2.5,23
BK's The Juice Bar,1,Noida,"Supertech Shopprix Mall, Sector 61","['Juices', 'Beverages', 'Fast Food']",200,No,No,1,3.0,10
Eden Kitchen & Bar,1,Noida,"Supertech Shopprix Mall, Sector 61","['North Indian', 'Chinese']",2000,Yes,Yes,4,3.1,129
Moti Mahal Delux Tandoori Trail,1,Noida,"Supertech Shopprix Mall, Sector 61","['North Indian', 'Mughlai', 'Chinese']",1000,Yes,Yes,3,2.5,28
New Woks,1,Noida,"Supertech Shopprix Mall, Sector 61","['Chinese', 'Asian']",750,Yes,Yes,2,2.5,79
Otik Hotshop,1,Noida,"Supertech Shopprix Mall, Sector 61","['North Indian', 'Mughlai']",600,No,Yes,2,3.1,147
Pizza Hut,1,Noida,"Supertech Shopprix Mall, Sector 61","['Italian', 'Pizza', 'Fast Food']",1000,No,Yes,3,3.3,113
Punjabi Dhaba 61,1,Noida,"Supertech Shopprix Mall, Sector 61","['North Indian', 'Mughlai', 'Chinese']",800,Yes,Yes,2,2.6,75
Punjabi Pakwaan,1,Noida,"Supertech Shopprix Mall, Sector 61","['North Indian', 'Mughlai']",1200,Yes,Yes,3,3.0,120
Spice of India,1,Noida,"Supertech Shopprix Mall, Sector 61","['Mughlai', 'North Indian']",700,No,Yes,2,2.6,76
Swaad,1,Noida,"Supertech Shopprix Mall, Sector 61","['North Indian', 'Chinese']",600,No,Yes,2,2.7,15
Yumm Biryani,1,Noida,"Supertech Shopprix Mall, Sector 61","['Biryani', 'Mughlai']",550,No,Yes,2,3.2,160
Otik Cake Shop,1,Noida,"Supertech Shopprix Mall, Sector 61","['Bakery', 'Desserts', 'Fast Food', 'North Indian']",450,No,Yes,1,3.5,105
Domino's Pizza,1,Noida,"Supertech Shopprix Mall, Sector 61","['Pizza', 'Fast Food']",700,No,No,2,2.4,98
Sagar Ratna,1,Noida,"Supertech Shopprix Mall, Sector 61","['South Indian', 'North Indian', 'Chinese']",600,No,Yes,2,2.3,155
Subway,1,Noida,"Supertech Shopprix Mall, Sector 61","['American', 'Fast Food', 'Salad', 'Healthy Food']",500,No,Yes,2,2.3,24
Barista,1,Noida,"The Great India Place, Sector 38",['Cafe'],650,No,No,2,3.3,57
Bikano Chat Cafe,1,Noida,"The Great India Place, Sector 38","['North Indian', 'Street Food', 'South Indian', 'Fast Food', 'Chinese']",500,No,No,2,3.0,38
Cafe Coffee Day,1,Noida,"The Great India Place, Sector 38",['Cafe'],450,No,No,1,2.7,18
Cafe Coffee Day,1,Noida,"The Great India Place, Sector 38",['Cafe'],450,No,No,1,2.7,34
Chaayos,1,Noida,"The Great India Place, Sector 38","['Cafe', 'Tea']",400,No,Yes,1,3.4,67
Chopaal Marwari,1,Noida,"The Great India Place, Sector 38","['North Indian', 'Rajasthani']",600,No,No,2,2.8,102
Dolce Gelato,1,Noida,"The Great India Place, Sector 38","['Ice Cream', 'Beverages', 'Fast Food']",300,No,No,1,3.0,8
Domino's Pizza,1,Noida,"The Great India Place, Sector 38","['Pizza', 'Fast Food']",700,No,No,2,3.2,60
Gelato Vinto,1,Noida,"The Great India Place, Sector 38","['Desserts', 'Ice Cream']",250,No,No,1,3.1,32
Kebab Xpress,1,Noida,"The Great India Place, Sector 38","['North Indian', 'Mughlai']",600,No,Yes,2,3.2,106
McDonald's,1,Noida,"The Great India Place, Sector 38","['Fast Food', 'Burger']",500,No,No,2,3.4,70
Pind Balluchi,1,Noida,"The Great India Place, Sector 38","['North Indian', 'Mughlai']",800,Yes,Yes,2,3.3,793
Ristorante Prego,1,Noida,"The Great India Place, Sector 38",['Italian'],1200,Yes,No,3,3.1,372
The Coffee Bean & Tea Leaf,1,Noida,"The Great India Place, Sector 38",['Cafe'],700,No,No,2,2.6,55
Turquoise Turkish Ice-cream,1,Noida,"The Great India Place, Sector 38",['Ice Cream'],250,No,No,1,3.4,11
Yo! China,1,Noida,"The Great India Place, Sector 38",['Chinese'],1300,No,Yes,3,2.6,334
Baskin Robbins,1,Noida,"The Great India Place, Sector 38",['Ice Cream'],300,No,No,1,3.5,41
Burger King,1,Noida,"The Great India Place, Sector 38","['Burger', 'Fast Food']",500,No,No,2,3.5,211
Costa Coffee,1,Noida,"The Great India Place, Sector 38",['Cafe'],600,No,No,2,3.5,110
Crazy Noodles,1,Noida,"The Great India Place, Sector 38","['Chinese', 'Thai']",1100,Yes,Yes,3,3.6,507
Jack Po!tato's,1,Noida,"The Great India Place, Sector 38",['Fast Food'],150,No,No,1,3.5,37
Mandarin Trail,1,Noida,"The Great India Place, Sector 38",['Chinese'],1500,Yes,No,3,3.7,517
Nazeer Foods,1,Noida,"The Great India Place, Sector 38","['Mughlai', 'North Indian']",600,No,Yes,2,3.6,179
Pizza Hut,1,Noida,"The Great India Place, Sector 38","['Italian', 'Pizza', 'Fast Food']",1000,No,No,3,3.7,189
Shree Rathnam,1,Noida,"The Great India Place, Sector 38","['South Indian', 'North Indian', 'Chinese']",800,No,No,2,3.5,139
TGI Friday's,1,Noida,"The Great India Place, Sector 38","['American', 'Tex-Mex']",2500,Yes,Yes,4,3.5,1147
Thaal Vaadi,1,Noida,"The Great India Place, Sector 38","['North Indian', 'Rajasthani']",1000,No,No,3,3.5,249
Chopaal,1,Noida,"The Great India Place, Sector 38","['Chinese', 'North Indian', 'South Indian', 'Fast Food']",450,No,No,1,2.0,161
Club Ice Cube,1,Noida,"The Great India Place, Sector 38","['North Indian', 'Continental', 'Chinese']",2400,Yes,No,4,2.0,230
Moti Mahal Delux Tandoori Trail,1,Noida,"The Great India Place, Sector 38","['North Indian', 'Mughlai']",1200,Yes,Yes,3,2.0,108
The Punjabiis Restro Bar,1,Noida,"The Great India Place, Sector 38","['North Indian', 'Chinese']",1200,Yes,No,3,4.0,395
Sky Grill,1,Noida,"Tulip Mall, Sector 48, Noida","['North Indian', 'Chinese']",700,No,Yes,2,2.6,34
Hops n Grains,1,Panchkula,Sector 9,"['North Indian', 'Middle Eastern', 'Pizza']",2000,No,No,4,4.2,843
Genuine Broaster Chicken,1,Patna,Anandpuri,"['American', 'Chinese', 'North Indian', 'Italian']",500,No,No,2,3.5,42
Bansi Vihar,1,Patna,Fraser Road Area,"['South Indian', 'Fast Food']",300,No,No,1,3.4,111
Mainland China,1,Patna,Fraser Road Area,['Chinese'],1400,No,No,3,3.5,65
Pukhtaan-The Royal Taste of India,1,Patna,Fraser Road Area,"['North Indian', 'Chinese']",1500,No,No,4,3.5,32
The Yellow Chilli,1,Patna,Fraser Road Area,"['North Indian', 'Chinese', 'Continental']",1000,No,No,3,3.5,150
Indian Summer Cafe,1,Patna,Golambar,"['Continental', 'Cafe', 'Italian', 'Pizza', 'North Indian', 'Chinese', 'Bakery', 'Mughlai']",600,No,No,2,3.4,16
KFC,1,Patna,Golambar,['Fast Food'],500,No,No,2,3.3,49
McDonald's,1,Patna,Golambar,['Fast Food'],500,No,No,2,3.4,60
Biryani Mahal,1,Patna,Golambar,"['Biryani', 'Mughlai']",500,No,No,2,3.6,99
Spice Court - Hotel Maurya,1,Patna,"Hotel Maurya, Lodipur","['North Indian', 'Continental', 'Chinese', 'South Indian']",1600,No,No,4,3.7,43
Angeethi,1,Patna,Khajpura,"['North Indian', 'Mughlai', 'Chinese']",800,No,No,3,3.4,45
Red Chilli,1,Patna,Khajpura,"['Chinese', 'North Indian', 'Mughlai']",450,No,No,2,3.6,69
Pind Balluchi,1,Patna,Lodipur,"['North Indian', 'Chinese']",1000,No,No,3,3.3,162
Raj Rasoi,1,Patna,Lodipur,"['North Indian', 'South Indian', 'Fast Food']",600,No,No,2,3.3,74
Kapil Dev's Eleven,1,Patna,Lodipur,"['North Indian', 'Chinese', 'Finger Food']",1000,No,No,3,3.6,107
Sri Basant Vihar,1,Patna,"Maurya Lok, Fraser Road Area","['North Indian', 'Fast Food']",600,No,No,2,3.6,75
17 Degrees,1,Patna,Patliputra Colony,"['North Indian', 'Chinese', 'Continental', 'Italian']",1200,No,No,3,3.5,151
Nirvana,1,Patna,Sri Krishnapuri,"['North Indian', 'Chinese']",700,No,No,2,3.4,61
Roti Restaurant,1,Patna,Sri Krishnapuri,"['North Indian', 'South Indian', 'Chinese']",500,No,No,2,3.1,64
Swaaddesh,1,Patna,Sri Krishnapuri,"['North Indian', 'Chinese']",700,No,No,2,3.5,45
Auroville Bakery,1,Puducherry,Auroville,['Bakery'],150,No,No,1,3.8,173
Tanto Pizzeria,1,Puducherry,Auroville,"['Pizza', 'Italian']",1000,No,No,4,3.8,513
The Smoothie Bar,1,Puducherry,Heritage Town,"['Desserts', 'Beverages', 'Juices']",250,No,No,2,3.7,36
Le Club,1,Puducherry,"Hotel De Pondicherry, White Town","['French', 'Continental', 'North Indian']",1400,No,No,4,3.5,328
Cafe Ole,1,Puducherry,MG Road,"['Cafe', 'Continental']",700,No,No,3,3.8,199
Italize,1,Puducherry,MG Road,"['Pizza', 'Italian']",600,No,No,3,3.6,97
The Pasta Bar Veneto,1,Puducherry,MG Road,['Italian'],900,No,No,3,3.6,275
Baker Street,1,Puducherry,MG Road,"['Bakery', 'French']",400,No,No,2,4.1,791
Zuka Choco-la,1,Puducherry,MG Road,['Desserts'],300,No,No,2,4.2,656
Bay of Buddha -  The Promenade,1,Puducherry,"The Promenade, White Town","['Chinese', 'Thai', 'Malaysian', 'Vietnamese', 'Korean', 'Indonesian', 'Asian']",1500,No,No,4,3.8,189
Blueline - The Promenade,1,Puducherry,"The Promenade, White Town","['North Indian', 'Seafood', 'South Indian', 'Italian']",1500,No,No,4,3.8,192
Villa Shanti,1,Puducherry,"Villa Shanti, White Town",['Continental'],1500,No,No,4,3.9,535
Le Cafe,1,Puducherry,White Town,['Cafe'],450,No,No,2,3.1,875
Spice Route,1,Puducherry,White Town,"['Continental', 'North Indian', 'Finger Food']",1200,No,No,4,3.4,228
#Dilliwaala6,1,Puducherry,White Town,['North Indian'],800,No,No,3,3.7,124
Cafe des Arts,1,Puducherry,White Town,['Cafe'],800,No,No,3,3.5,298
Le Dupleix,1,Puducherry,White Town,"['North Indian', 'French', 'Continental']",1500,No,No,4,3.8,456
Rendezvous Cafe Restaurant,1,Puducherry,White Town,"['Goan', 'Mangalorean', 'Continental', 'French']",1200,No,No,4,3.5,225
The Indian Kaffe Express,1,Puducherry,White Town,['Cafe'],550,No,No,3,3.8,495
Gelateria Montecatini Terme,1,Puducherry,White Town,['Desserts'],150,No,No,1,4.2,163
The Urban Foundry,1,Pune,"Balewadi High Street, Balewadi","['North Indian', 'Asian']",1500,Yes,No,3,4.5,1099
Teddy Boy,1,Pune,Baner,"['North Indian', 'Continental', 'Finger Food']",1200,Yes,No,3,3.6,507
Effingut Brewerkz,1,Pune,Baner,"['Continental', 'North Indian', 'Mughlai', 'Burmese']",2000,No,Yes,4,4.3,375
Le Plaisir,1,Pune,Deccan Gymkhana,"['European', 'Desserts']",1000,No,No,3,4.8,2510
Farzi Cafe,1,Pune,Kalyani Nagar,['Modern Indian'],1500,No,No,3,4.3,868
Mineority By Saby,1,Pune,Kalyani Nagar,"['North Indian', 'North Eastern', 'Continental']",1400,Yes,No,3,4.2,306
The Little Next Door,1,Pune,Kalyani Nagar,"['Finger Food', 'Italian', 'Spanish', 'Greek']",1000,Yes,No,3,4.1,1143
Effingut Brewerkz,1,Pune,Koregaon Park,"['Continental', 'North Indian', 'Mughlai', 'Burmese']",1800,No,Yes,3,4.3,1531
Kargo,1,Pune,Koregaon Park,"['Charcoal Grill', 'Italian', 'North Indian', 'European', 'Indonesian', 'Thai']",900,Yes,No,2,4.4,635
Sautí©ed Stories,1,Pune,Koregaon Park,"['Cafe', 'Italian', 'Continental']",850,No,Yes,2,4.2,583
The Sassy Spoon,1,Pune,Koregaon Park,"['European', 'Asian', 'Mediterranean', 'Modern Indian', 'Desserts', 'Finger Food']",1500,Yes,No,3,4.1,140
German Bakery Wunderbar,1,Pune,Law College Road,"['Italian', 'German', 'Continental']",1000,No,No,3,4.0,1583
Chili's,1,Pune,"Phoenix Market City, Viman Nagar","['Mexican', 'American', 'Tex-Mex']",1800,Yes,Yes,3,4.5,1439
Barbeque Nation,1,Pune,"R Deccan Mall, JM Road","['North Indian', 'Mughlai']",1700,No,No,3,4.5,2847
Blue Water,1,Pune,Ravet,"['North Indian', 'Chinese', 'Continental']",1500,Yes,Yes,3,4.2,487
Agent Jack's Bar,1,Pune,Senapati Bapat Road,"['Continental', 'North Indian', 'Italian']",1200,Yes,No,3,4.2,1531
Tales & Spirits,1,Pune,Senapati Bapat Road,"['Italian', 'Continental', 'Cafe']",800,Yes,Yes,2,4.1,997
18 Degrees Resto Lounge,1,Pune,"Spot 18 Mall, Pimple Saudagar","['North Indian', 'Mediterranean', 'Chinese']",2100,Yes,Yes,4,3.6,1566
Apache,1,Pune,Viman Nagar,['Finger Food'],1000,Yes,No,3,4.1,377
Barbeque Ville,1,Pune,Wakad,['North Indian'],1000,Yes,No,3,4.4,208
Hot Lips,1,Ranchi,Gandhi Nagar,"['North Indian', 'Chinese']",1000,No,No,3,3.3,65
The Kav's,1,Ranchi,Harmu,"['North Indian', 'Continental', 'Chinese']",400,No,No,1,3.2,51
Prana,1,Ranchi,Harmu,"['European', 'North Indian', 'Continental', 'Italian']",1000,No,No,3,3.7,81
Kathi Kabab,1,Ranchi,Hindpiri,"['Fast Food', 'North Indian']",400,No,No,1,3.3,89
Yo China Restaurant,1,Ranchi,Hindpiri,['Chinese'],650,No,No,2,3.4,117
Kaveri Restaurant And Caterers,1,Ranchi,Hindpiri,"['North Indian', 'Chinese', 'South Indian', 'Chinese']",450,No,No,1,4.0,370
Yellow Sapphire,1,Ranchi,"Hotel Capitol Hill, Hindpiri","['Continental', 'North Indian', 'European']",1000,No,No,3,3.7,116
Moti Mahal Delux Tandoori Trail,1,Ranchi,Kadru,"['North Indian', 'Chinese']",1000,No,No,3,3.6,119
Jungli Moon Dance Restaurant,1,Ranchi,Kanka,"['North Indian', 'South Indian', 'Chinese']",500,No,No,2,3.1,26
KFC,1,Ranchi,Kanka,['Fast Food'],500,No,No,2,3.2,125
Punjab Sweet House,1,Ranchi,Kanka,['Street Food'],200,No,No,1,3.5,112
Food Belle,1,Ranchi,Lalpur,"['North Indian', 'Chinese']",650,No,No,2,3.3,20
Kaveri Restaurant And Caterers,1,Ranchi,Lalpur,"['North Indian', 'Chinese', 'South Indian', 'Chinese']",450,No,No,1,3.4,102
OMG Cafe,1,Ranchi,Lalpur,"['Cafe', 'Italian', 'Mexican', 'Chinese', 'North Indian']",500,No,No,2,3.3,19
The Best,1,Ranchi,Lalpur,"['North Indian', 'South Indian', 'Chinese']",400,No,No,1,3.4,13
7th Heaven,1,Ranchi,Lalpur,"['South Indian', 'North Indian', 'Chinese']",400,No,No,1,3.7,92
The Urban Brava,1,Ranchi,Lalpur,"['Cafe', 'Fast Food', 'North Indian']",1000,No,No,3,3.6,95
Waterfront - Radisson Blu,1,Ranchi,"Radisson Blu, Hindpiri","['North Indian', 'Continental']",2000,No,No,4,3.4,62
Pizza Hut,1,Ranchi,"Spring City Mall, Doranda",['Pizza'],700,No,No,2,3.5,66
Aroma - The Royal Retreat,1,Ranchi,"The Royal Retreat, Bariatu","['North Indian', 'South Indian', 'Chinese']",1500,No,No,3,3.5,67
Saffron Mantra,1,Secunderabad,Karkhana,"['North Indian', 'Chinese']",850,Yes,Yes,2,4.4,494
Coffee Cup,1,Secunderabad,Sainikpuri,"['Cafe', 'Continental']",800,Yes,No,2,4.6,1408
Level 5 - Terrace Restro & Cafe,1,Surat,Adajan Gam,"['Chinese', 'North Indian', 'Italian', 'Mexican']",900,No,No,3,3.8,201
Wok On Fire,1,Surat,Adajan Gam,"['Chinese', 'Thai', 'Asian']",800,No,No,3,3.9,226
Thalaivaa,1,Surat,Adajan Gam,['South Indian'],500,No,No,2,4.1,70
World Platter,1,Surat,Athwa,"['North Indian', 'Chinese', 'Thai', 'Mexican', 'Italian']",800,No,No,3,3.9,191
Golden Dragon,1,Surat,Athwa,['Chinese'],800,No,No,3,4.2,197
Mysore Cafe,1,Surat,Athwa,['South Indian'],250,No,No,1,4.0,279
Coffee Culture - The Ristorante Lounge,1,Surat,City Light,"['Cafe', 'Continental']",650,No,No,2,4.0,223
Falafel Lovers,1,Surat,City Light,"['Lebanese', 'Italian']",650,No,No,2,4.3,479
The Centre Court,1,Surat,City Light,"['Italian', 'North Indian', 'Desserts', 'Continental']",900,No,No,3,4.1,164
Wok On Fire,1,Surat,"Golden Square, City Light","['Chinese', 'Thai', 'Asian']",800,No,No,3,3.7,209
Leonardo Italian Mediterranean Dining,1,Surat,"International Business Center, Piplod","['Italian', 'Mexican', 'Mediterranean']",1400,No,No,3,4.2,319
Kansar Gujarati Thali,1,Surat,Nanpura,['Gujarati'],550,No,No,2,3.9,153
The Haus,1,Surat,Piplod,"['Cafe', 'Desserts']",500,No,No,2,3.9,28
Black Pepper,1,Surat,Piplod,"['North Indian', 'Italian']",1000,No,No,3,4.1,221
Pizza Hut,1,Surat,Piplod,['Pizza'],800,No,No,3,4.1,216
The Sizzling Salsa,1,Surat,Piplod,"['Italian', 'Continental', 'Chinese', 'Mexican']",1500,No,No,4,4.1,204
Global Local,1,Surat,Vesu,['Modern Indian'],1500,No,No,4,3.4,47
The Creamery,1,Surat,Vesu,"['Ice Cream', 'Desserts']",250,No,No,1,3.6,87
The Food Lab,1,Surat,Vesu,"['Italian', 'Lebanese', 'Mexican']",900,No,No,3,3.6,66
The Hog Spot,1,Surat,Vesu,"['North Indian', 'Italian', 'Mexican', 'Asian']",800,No,No,3,3.8,87
22nd Parallel,1,Vadodara,Alkapuri,['South Indian'],400,No,No,2,4.5,344
Kabir Kitchen,1,Vadodara,Alkapuri,"['North Indian', 'Chinese']",600,No,No,2,3.8,130
Kaphi Pibama,1,Vadodara,Alkapuri,"['Cafe', 'Mexican', 'Italian', 'Fast Food']",500,No,No,2,3.8,71
VarieTea,1,Vadodara,Alkapuri,"['Cafe', 'Fast Food']",400,No,No,2,3.9,145
Barbeque Nation,1,Vadodara,Alkapuri,"['Mughlai', 'North Indian']",1500,No,No,4,4.3,332
Little Italy,1,Vadodara,Alkapuri,['Italian'],1000,No,No,3,4.1,202
Meraki,1,Vadodara,Alkapuri,"['North Indian', 'Continental', 'Italian', 'Asian']",1200,No,No,3,4.0,93
That Place,1,Vadodara,Alkapuri,"['Italian', 'Mexican', 'Continental']",1500,No,No,4,4.4,276
Wok On Fire,1,Vadodara,Diwalipura,"['Thai', 'Chinese', 'Asian']",800,No,No,3,3.8,107
Mandap - Hotel Express Towers,1,Vadodara,"Hotel Express Towers, Alkapuri",['Gujarati'],600,No,No,2,4.0,191
Offside Lounge,1,Vadodara,"M Cube Mall, Vadiwadi","['Continental', 'Chinese', 'Mexican', 'North Indian']",800,No,No,3,3.8,149
Gazebo Garden Restaurant,1,Vadodara,Panchvati,['North Indian'],1000,No,No,3,3.5,82
La Quello - Mediterranean Kitchen,1,Vadodara,Vadiwadi,"['Mediterranean', 'Italian']",1300,No,No,3,4.6,321
El Amigos Kitchen,1,Vadodara,Vadiwadi,"['North Indian', 'Thai', 'Italian', 'Chinese', 'Mexican']",800,No,No,3,3.5,96
Mr Toasties,1,Vadodara,Vadiwadi,['Fast Food'],300,No,No,1,3.9,50
The Yellow Chilli,1,Vadodara,Vadiwadi,"['North Indian', 'Mughlai']",800,No,No,3,3.9,243
Coffee Culture,1,Vadodara,Vadiwadi,['Cafe'],600,No,No,2,4.3,92
Freshco - The Health Cafí©,1,Vadodara,Vadiwadi,['Cafe'],700,No,No,2,4.2,132
Pizza Hut,1,Vadodara,Vadiwadi,"['Pizza', 'Italian']",600,No,No,2,4.1,269
Tomato's,1,Vadodara,Vadiwadi,"['North Indian', 'Mughlai', 'Mexican', 'Thai']",1000,No,No,3,4.1,395
Open Hand Shop & Cafe,1,Varanasi,Assi Ghat,['Cafe'],450,No,No,2,3.4,59
Pizzeria Vaatika Cafe,1,Varanasi,Assi Ghat,"['Pizza', 'Chinese']",700,No,No,3,3.7,149
Aman Restaurant,1,Varanasi,Bhelupur,"['Chinese', 'North Indian']",650,No,No,3,3.2,60
Blue Lassi,1,Varanasi,Bhelupur,['Beverages'],300,No,No,2,3.7,96
Kerala Cafe,1,Varanasi,Bhelupur,['South Indian'],300,No,No,2,3.6,125
Baati Chokha,1,Varanasi,Dashaswmedh Road,['North Indian'],450,No,No,2,3.7,68
Deena Chat Bhandar,1,Varanasi,Dashaswmedh Road,['Street Food'],0,No,No,1,3.8,78
Dosa Cafe,1,Varanasi,Dashaswmedh Road,['South Indian'],450,No,No,2,3.5,48
Kashi Chat Bhandar,1,Varanasi,Godaulia,['Street Food'],150,No,No,1,4.1,158
Chrystal Bowl Restaurant,1,Varanasi,Lanka,['North Indian'],800,No,No,3,3.3,96
Flavours Cafe,1,Varanasi,Lanka,"['North Indian', 'Cafe']",400,No,No,2,3.4,85
Ming Garden,1,Varanasi,Lanka,['Chinese'],600,No,No,3,3.5,172
Burger King,1,Varanasi,Nadesar,"['North Indian', 'Fast Food']",350,No,No,2,3.4,96
Tandoor Villa,1,Varanasi,Nadesar,"['North Indian', 'Mughlai']",600,No,No,3,3.6,63
eastWEST - Radisson Hotel,1,Varanasi,"Radisson Hotel, Nadesar","['Cafe', 'North Indian', 'Continental']",600,No,No,3,3.3,34
The Great Kabab Factory - Radisson Hotel,1,Varanasi,"Radisson Hotel, Nadesar","['North Indian', 'Mughlai']",1100,No,No,4,3.3,67
I:ba Cafe & Restaurant,1,Varanasi,Shivala,"['Japanese', 'American', 'North Indian', 'Fast Food']",1000,No,No,4,3.5,83
3Cherryz Sky Lounge & Cafe,1,Varanasi,Sigra,"['Cafe', 'North Indian', 'Chinese']",500,No,No,3,3.2,26
